review_content,published_at,reviewer_name,followers_level,method_of_acquisition,product_id,reviewer_id,reviews_count,reviewer_age,reviewer_skin_type,rating,effects,review_id
"21 スモークドベージュ

手の甲で色味を確認して可愛かったので購入。実際唇にのせると結構ピンクで、これイエベ春orブルベ夏向けじゃね？とがっかり。それでも諦めず毎日使っていたら、なんか可愛く思えてきました笑 見慣れたんかな？これだけだとピンクだけで可愛らしい雰囲気になっちゃうから、上からボビーブラウンのダークチョコレートを重ねるとあら不思議、イエベ秋でも使えるピンクリップに大変身！でも塗りすぎるとピンク強めになっちゃうから気をつけてます。このシリーズは初めて使いましたが、しっかり唇を保湿しておけばそこまで乾燥は気にならないかな。見たまま発色になればもっと嬉しいですね。",2024/6/24 11:39:26,"もちまる""",25,購入品,10176454,2831789,490,33,乾燥肌,5,,513789540
"私の体質で、リップは9割方明るく発色し、オレンジみを帯びてしまうことが多いので
くすみカラーが欲しかったのですが、楽天公式にはなくて、最初は#11フィグプラムを購入。
顔の濃い私にはちょっと主張が強くケバくなってしまいました。

少しして#21モーブムードが入荷したので再度購入。
こちらも多少主張が強いのですが、落ち着いた色なのでティッシュオフでいい感じになりました。

基本、青みがかったベージュピンク系しか似合わない顔立ちです。

ティント効果は、長く置くと結構持ちました。
さすがに食事をすると落ちてしまうのですが、時間が経っても口角に溜まったりカピカピしたりせず、使い心地が良いです。

最近のティントはちゃんと潤うのが多くていいですね。
出たてはカッピカピかマットかの2択でしたから。",2024/6/25 02:43:37,もきまめ,25,購入品,10227575,3922444,188,48,乾燥肌,5,うるおい|ツヤ|持ちがよい・落ちにくい|発色がよい,513792852
"09番ピーチプディングを購入しました。うさぎ舌リップが欲しくて、イエベでも使えるというこの色を買ってみたのですが、本当にうさぎ舌みたいなリップになりました可愛いです
元々の唇の色が赤っぽい人や、濃い人は少し赤み(青み？)等が強めな発色になってしまうかも
唇の色が薄めな人はリップを開けた時と同じ色に発色すると思います！

私の場合は元々唇が青みがかってるのもあって、少し青みのが入った白みピンクの発色になりました
色の発色が濃いとまでは行かないので、元の唇の色によって、発色の仕方が変わりやすいリップだと感じました。

ナチュラルめなリップが欲しい人、イエベだけどピンクに近いカワイイ系の色味が欲しい人、艶は欲しいけどみずみずしいリップが欲しい人はおすすめです。

ただ、注意点もあります。

匂いがきついことです
甘めの匂いでは無いものの、青リンゴのような少し甘酸っぱいイメージを持つ匂いがします。※私がそう感じただけなのでほかの人は違う表現になると思います

匂いがきついのが苦手な人はお気をつけください

皮剥けしたというレビューも見かけたような気がしますが、私は無かったです

保湿力はあんまり無いなと感じたのでそれが原因で皮剥けした方がいたのかもしれません

参考になるかは分かりませんが、書きたいことを書かせて頂きました！

レビューを見て購入するか決める際の1つの意見としてご覧下さい

",2024/6/24 17:38:14,M0011,,購入品,10227575,10193043,1,16,乾燥肌,7,うるおい|ナチュラルメイク|ツヤ|持ちがよい・落ちにくい|発色がよい,513790970
"ドンキで800円で購入。
ティントはペリペラとETUDEしか使ったことないので、容器が小振りなところとフタが軽くてそこにまず驚き。フタがプラでちょっとチープな気もする。

16チリシャーベットにしました。
オレンジが強いかなと思ったけど、手につけてみるとピンクオレンジ？みたいなピンクグレープフルーツみたいな色。唇に乗せると明るいレッドっぽい。
なんかまあ、夏っぽいフレッシュな色味かな！

つけたてはちゅるっとしてて、たしかにかわいい。時間の経過でちゅるっと感はなくなっちゃうけど、乾燥もしないし皮むけもないのでそれだけで満足。ティッシュオフすると色残りしてるなーと思ったけど、飲食すると色落ちしました。
落ちにくいティントの上からグロスとして使うのもありかなーと。でもなら落ちにくいティントを買えば何個も持たなくていいので、使うけどリピートはしないかな。

箱がかわいかったので購買意欲はそそられました。笑",2024/6/23 14:49:40,うるむなふ,5,購入品,10227575,4903432,168,34,混合肌,4,,513785536
"
色味が可愛すぎる！
",2024/5/5 13:13:11,ぽんぽんあ,,購入品,10225927,9791950,1,19,混合肌,7,,513576259
"
発色がよく、ほのかな艶感が大人な口紅です。４４番はオリーブスキンの私には青みが強かったです。ブルベ向けです。
",2024/4/20 05:20:35,UKJ,,購入品,10225927,8729657,83,47,乾燥肌,4,,513523030
"
見た目通り発色してくれてかわいいです！荒れにくいので長時間つけられて嬉しいです！
",2024/3/25 00:29:20,ゆみ2358,,購入品,10225927,7477846,26,32,混合肌,7,,513416362
"
どの色も使いやすくて綺麗な色です。程よいマット感で乾燥も気になりません。パッケージに重厚感はないですが、保険に一本持っておくのにちょうどいい価格と使いやすさです。容量が多くなく、リップにしては割とすぐなくなる印象はありますが値段を考えたら納得できます。また買うと思います。
",2024/6/26 08:48:04,Frau.Stephanie,10,購入品,10207583,5262217,281,29,普通肌,5,,513797377
"プラシドとインディケートを使用。
プラシドは青みを感じるモーブピンク、インディケーとはナチュラルなローズベージュ。
合わせやすいのはインディケートですが、プラシドも馴染みやすい色で唇がふっくら見えます。
プラシドはちょっと指にとってチークにするのも好きです。",2024/6/5 22:13:26,himenoxxx,10,購入品,10207583,1110371,261,43,乾燥肌,5,ナチュラルメイク|マット|立体感|発色がよい,513699483
"
くちびるが荒れてきそうな感じです。色は好きです。
",2024/6/5 12:42:28,とるとるさん,,購入品,10207583,9194939,5,57,混合肌,3,,513696957
"色が可愛いです
やっと自分に合った色を見つけられた気がします！
程よいマット感と透明感がお気に入りです。
これからもどんな色が出るのか楽しみです^^",2024/5/28 21:37:27,mikan1996,,購入品,10225670,9937572,22,28,混合肌,7,マット|発色がよい|パール・ラメ,513667166
"プラムピンクを購入しました。
公式HPのモデルさんの使用例はとってもきれいなピンク色に発色していて、これにあこがれて入手したものの、私の地の唇の色とほぼ変わらず、塗ると多少全体の色味が整うな…という程度なので、塗る意味があるのか悩んでいます。ピリピリは感じませんでした。
塗ると気分は上がります。",2024/5/18 16:11:26,敏感肌life,,購入品,10225670,1354517,13,40,敏感肌,5,,513629605
"
プラムピンクを購入しました。テスターで手に塗ったときに可愛い色だなと思い購入しましたが、実際に口に塗ってみると顔色が悪く見えてしまう。。。おそらく本製品はやや青みがあり、私の唇の赤みが強いため、唇の血色が少し悪く見えてしまうためだと思います。使用感はとてもよく、リップクリームのようにスルスル濡れます。もったいないので、他の下地として利用したり、活用方法を試してみたいと思います。チークにも使えるかな？
",2024/5/16 20:03:14,mikekono,,購入品,10225670,10055934,3,52,混合肌,4,うるおい|ナチュラルメイク,513623125
